time,s,i,v,p_s,p_i,phi
38.700000,0.149786,0.017976,0.000000,3.292782,124.729400,1.506789
38.800000,0.149705,0.017877,0.000000,3.228051,123.926591,1.516745
38.900000,0.149625,0.017778,0.000000,3.164073,123.119337,1.526577
39.000000,0.149545,0.017680,0.000000,3.100845,122.307611,1.536285
39.100000,0.149465,0.017583,0.000000,3.038363,121.491386,1.545870
39.200000,0.149387,0.017486,0.000000,2.976624,120.670635,1.555332
39.300000,0.149308,0.017389,0.000000,2.915625,119.845332,1.564673
39.400000,0.149230,0.017293,0.000000,2.855361,119.015448,1.573893
39.500000,0.149153,0.017198,0.000000,2.795830,118.180957,1.582994
39.600000,0.149076,0.017103,0.000000,2.737028,117.341830,1.591975
39.700000,0.148999,0.017008,0.000000,2.678953,116.498041,1.600837
39.800000,0.148923,0.016914,0.000000,2.621600,115.649562,1.609582
39.900000,0.148848,0.016821,0.000000,2.564966,114.796363,1.618210
40.000000,0.148773,0.016727,0.000000,2.509048,113.938418,1.626722
40.100000,0.148698,0.016635,0.000000,2.453843,113.075697,1.635118
40.200000,0.148624,0.016543,0.000000,2.399346,112.208172,1.643400
40.300000,0.148550,0.016451,0.000000,2.345556,111.335815,1.651567
40.400000,0.148477,0.016360,0.000000,2.292469,110.458596,1.659621
40.500000,0.148404,0.016269,0.000000,2.240081,109.576486,1.667563
40.600000,0.148332,0.016179,0.000000,2.188389,108.689457,1.675393
40.700000,0.148260,0.016089,0.000000,2.137390,107.797479,1.683112
40.800000,0.148188,0.016000,0.000000,2.087080,106.900521,1.690720
40.900000,0.148117,0.015911,0.000000,2.037457,105.998555,1.698218
41.000000,0.148046,0.015822,0.000000,1.988517,105.091550,1.705608
41.100000,0.147976,0.015735,0.000000,1.940256,104.179477,1.712889
41.200000,0.147906,0.015647,0.000000,1.892672,103.262305,1.720062
41.300000,0.147837,0.015560,0.000000,1.845762,102.340003,1.727129
41.400000,0.147768,0.015473,0.000000,1.799521,101.412541,1.734089
41.500000,0.147699,0.015387,0.000000,1.753947,100.479889,1.740944
41.600000,0.147631,0.015302,0.000000,1.709038,99.542014,1.747693
41.700000,0.147563,0.015216,0.000000,1.664788,98.598886,1.754339
41.800000,0.147496,0.015132,0.000000,1.621196,97.650474,1.760881
41.900000,0.147429,0.015047,0.000000,1.578258,96.696746,1.767319
42.000000,0.147362,0.014963,0.000000,1.535972,95.737670,1.773656
42.100000,0.147296,0.014880,0.000000,1.494333,94.773214,1.779891
42.200000,0.147230,0.014797,0.000000,1.453338,93.803346,1.786025
42.300000,0.147165,0.014714,0.000000,1.412986,92.828034,1.792058
42.400000,0.147100,0.014632,0.000000,1.373272,91.847245,1.797992
42.500000,0.147035,0.014550,0.000000,1.334193,90.860946,1.803826
42.600000,0.146971,0.014469,0.000000,1.295746,89.869105,1.809563
42.700000,0.146907,0.014388,0.000000,1.257929,88.871689,1.815201
42.800000,0.146844,0.014307,0.000000,1.220737,87.868664,1.820742
42.900000,0.146781,0.014227,0.000000,1.184169,86.859997,1.826187
43.000000,0.146718,0.014148,0.000000,1.148221,85.845653,1.831535
43.100000,0.146656,0.014069,0.000000,1.112889,84.825600,1.836788
43.200000,0.146594,0.013990,0.000000,1.078171,83.799803,1.841946
43.300000,0.146533,0.013911,0.000000,1.044064,82.768228,1.847011
43.400000,0.146471,0.013833,0.000000,1.010565,81.730840,1.851981
43.500000,0.146411,0.013756,0.000000,0.977670,80.687605,1.856859
43.600000,0.146350,0.013679,0.000000,0.945378,79.638487,1.861644
43.700000,0.146290,0.013602,0.000000,0.913684,78.583452,1.866337
43.800000,0.146231,0.013526,0.000000,0.882585,77.522464,1.870939
43.900000,0.146171,0.013450,0.000000,0.852080,76.455488,1.875450
44.000000,0.146112,0.013374,0.000000,0.822164,75.382488,1.879872
44.100000,0.146054,0.013299,0.000000,0.792835,74.303427,1.884204
44.200000,0.145995,0.013224,0.000000,0.764090,73.218271,1.888446
44.300000,0.145937,0.013150,0.000000,0.735926,72.126982,1.892601
44.400000,0.145880,0.013076,0.000000,0.708340,71.029525,1.896667
44.500000,0.145823,0.013003,0.000000,0.681329,69.925861,1.900647
44.600000,0.145766,0.012930,0.000000,0.654890,68.815954,1.904539
44.700000,0.145709,0.012857,0.000000,0.629021,67.699767,1.908346
44.800000,0.145653,0.012784,0.000000,0.603718,66.577263,1.912067
44.900000,0.145597,0.012712,0.000000,0.578979,65.448403,1.915702
45.000000,0.145542,0.012641,0.000000,0.554800,64.313150,1.919254
45.100000,0.145486,0.012570,0.000000,0.531179,63.171466,1.922721
45.200000,0.145432,0.012499,0.000000,0.508113,62.023312,1.926104
45.300000,0.145377,0.012428,0.000000,0.485599,60.868649,1.929405
45.400000,0.145323,0.012358,0.000000,0.463635,59.707439,1.932623
45.500000,0.145269,0.012289,0.000000,0.442217,58.539644,1.935760
45.600000,0.145215,0.012219,0.000000,0.421343,57.365222,1.938815
45.700000,0.145162,0.012150,0.000000,0.401009,56.184136,1.941789
45.800000,0.145109,0.012082,0.000000,0.381214,54.996345,1.944682
45.900000,0.145057,0.012013,0.000000,0.361954,53.801809,1.947496
46.000000,0.145004,0.011946,0.000000,0.343227,52.600488,1.950231
46.100000,0.144952,0.011878,0.000000,0.325030,51.392342,1.952886
46.200000,0.144901,0.011811,0.000000,0.307359,50.177330,1.955463
46.300000,0.144849,0.011744,0.000000,0.290213,48.955410,1.957963
46.400000,0.144798,0.011678,0.000000,0.273589,47.726543,1.960385
46.500000,0.144748,0.011612,0.000000,0.257484,46.490685,1.962730
46.600000,0.144697,0.011546,0.000000,0.241894,45.247797,1.964999
46.700000,0.144647,0.011481,0.000000,0.226819,43.997835,1.967191
46.800000,0.144597,0.011416,0.000000,0.212254,42.740757,1.969309
46.900000,0.144548,0.011351,0.000000,0.198197,41.476522,1.971351
47.000000,0.144499,0.011287,0.000000,0.184646,40.205086,1.973319
47.100000,0.144450,0.011223,0.000000,0.171598,38.926407,1.975213
47.200000,0.144401,0.011159,0.000000,0.159050,37.640441,1.977033
47.300000,0.144353,0.011096,0.000000,0.147000,36.347145,1.978780
47.400000,0.144305,0.011033,0.000000,0.135445,35.046476,1.980455
47.500000,0.144257,0.010971,0.000000,0.124382,33.738388,1.982057
47.600000,0.144209,0.010908,0.000000,0.113809,32.422839,1.983588
47.700000,0.144162,0.010846,0.000000,0.103723,31.099783,1.985047
47.800000,0.144115,0.010785,0.000000,0.094122,29.769177,1.986436
47.900000,0.144069,0.010724,0.000000,0.085003,28.430974,1.987754
48.000000,0.144022,0.010663,0.000000,0.076363,27.085129,1.989002
48.100000,0.143976,0.010602,0.000000,0.068200,25.731598,1.990181
48.200000,0.143930,0.010542,0.000000,0.060512,24.370334,1.991290
48.300000,0.143885,0.010482,0.000000,0.053296,23.001291,1.992332
48.400000,0.143840,0.010422,0.000000,0.046549,21.624423,1.993304
48.500000,0.143795,0.010363,0.000000,0.040269,20.239683,1.994210
48.600000,0.143750,0.010304,0.000000,0.034454,18.847024,1.995047
48.700000,0.143705,0.010246,0.000000,0.029100,17.446400,1.995818
48.800000,0.143661,0.010187,0.000000,0.024206,16.037762,1.996523
48.900000,0.143617,0.010129,0.000000,0.019769,14.621063,1.997161
49.000000,0.143574,0.010072,0.000000,0.015786,13.196254,1.997733
49.100000,0.143530,0.010014,0.000000,0.012256,11.763288,1.998241
49.200000,0.143487,0.009957,0.000000,0.009175,10.322117,1.998683
49.300000,0.143444,0.009901,0.000000,0.006542,8.872690,1.999062
49.400000,0.143402,0.009844,0.000000,0.004353,7.414959,1.999376
49.500000,0.143359,0.009788,0.000000,0.002607,5.948874,1.999626
49.600000,0.143317,0.009732,0.000000,0.001301,4.474386,1.999814
49.700000,0.143276,0.009677,0.000000,0.000433,2.991445,1.999938
49.800000,0.143234,0.009622,0.000000,-0.000000,1.499999,2.000000
49.900000,0.143193,0.009567,0.000000,-0.000000,-0.000000,2.000000
50.000000,0.143151,0.009512,0.0,0.0,0.0,2.000000
