time,s,i,v,p_s,p_i,phi
38.900000,0.154914,0.019002,0.012913,-0.000005,-0.000006,2.000001
39.000000,0.154626,0.018901,0.012917,-0.000005,-0.000006,2.000001
39.100000,0.154338,0.018799,0.012921,-0.000005,-0.000006,2.000001
39.200000,0.154052,0.018698,0.012926,-0.000005,-0.000006,2.000001
39.300000,0.153766,0.018598,0.012931,-0.000005,-0.000006,2.000001
39.400000,0.153481,0.018498,0.012937,-0.000005,-0.000006,2.000001
39.500000,0.153198,0.018398,0.012943,-0.000005,-0.000006,2.000001
39.600000,0.152915,0.018298,0.012949,-0.000005,-0.000006,2.000001
39.700000,0.152633,0.018199,0.012956,-0.000005,-0.000006,2.000001
39.800000,0.152352,0.018101,0.012963,-0.000005,-0.000006,2.000001
39.900000,0.152072,0.018002,0.012970,-0.000005,-0.000006,2.000001
40.000000,0.151792,0.017904,0.012978,-0.000005,-0.000006,2.000001
40.100000,0.151514,0.017807,0.012986,-0.000005,-0.000006,2.000001
40.200000,0.151236,0.017710,0.012995,-0.000005,-0.000006,2.000001
40.300000,0.150959,0.017613,0.013003,-0.000005,-0.000006,2.000001
40.400000,0.150683,0.017517,0.013013,-0.000005,-0.000006,2.000001
40.500000,0.150408,0.017421,0.013022,-0.000005,-0.000006,2.000001
40.600000,0.150133,0.017325,0.013032,-0.000005,-0.000006,2.000001
40.700000,0.149860,0.017230,0.013043,-0.000005,-0.000006,2.000001
40.800000,0.149587,0.017135,0.013053,-0.000005,-0.000006,2.000001
40.900000,0.149315,0.017041,0.013065,-0.000005,-0.000006,2.000001
41.000000,0.149043,0.016947,0.013076,-0.000005,-0.000006,2.000001
41.100000,0.148773,0.016853,0.013088,-0.000005,-0.000006,2.000001
41.200000,0.148503,0.016760,0.013100,-0.000005,-0.000006,2.000001
41.300000,0.148233,0.016667,0.013112,-0.000005,-0.000006,2.000001
41.400000,0.147965,0.016574,0.013125,-0.000005,-0.000006,2.000001
41.500000,0.147697,0.016482,0.013138,-0.000005,-0.000006,2.000001
41.600000,0.147430,0.016390,0.013152,-0.000005,-0.000006,2.000001
41.700000,0.147164,0.016299,0.013166,-0.000005,-0.000006,2.000001
41.800000,0.146898,0.016208,0.013180,-0.000005,-0.000006,2.000001
41.900000,0.146633,0.016117,0.013194,-0.000005,-0.000006,2.000001
42.000000,0.146369,0.016027,0.013209,-0.000005,-0.000006,2.000001
42.100000,0.146105,0.015937,0.013224,-0.000005,-0.000006,2.000001
42.200000,0.145842,0.015847,0.013240,-0.000005,-0.000006,2.000001
42.300000,0.145579,0.015758,0.013256,-0.000005,-0.000006,2.000001
42.400000,0.145318,0.015669,0.013272,-0.000005,-0.000006,2.000001
42.500000,0.145056,0.015581,0.013289,-0.000005,-0.000006,2.000001
42.600000,0.144796,0.015493,0.013305,-0.000005,-0.000006,2.000001
42.700000,0.144536,0.015405,0.013323,-0.000004,-0.000006,2.000001
42.800000,0.144277,0.015318,0.013340,-0.000004,-0.000006,2.000001
42.900000,0.144018,0.015231,0.013358,-0.000004,-0.000006,2.000001
43.000000,0.143760,0.015145,0.013376,-0.000004,-0.000006,2.000001
43.100000,0.143502,0.015059,0.013395,-0.000004,-0.000006,2.000001
43.200000,0.143245,0.014973,0.013413,-0.000004,-0.000006,2.000001
43.300000,0.142988,0.014887,0.013433,-0.000004,-0.000006,2.000001
43.400000,0.142732,0.014802,0.013452,-0.000004,-0.000006,2.000001
43.500000,0.142477,0.014718,0.013472,-0.000004,-0.000006,2.000001
43.600000,0.142222,0.014634,0.013492,-0.000004,-0.000006,2.000001
43.700000,0.141968,0.014550,0.013512,-0.000004,-0.000006,2.000001
43.800000,0.141714,0.014466,0.013533,-0.000004,-0.000006,2.000001
43.900000,0.141461,0.014383,0.013554,-0.000004,-0.000006,2.000001
44.000000,0.141208,0.014300,0.013576,-0.000004,-0.000006,2.000001
44.100000,0.140956,0.014218,0.013597,-0.000004,-0.000006,2.000001
44.200000,0.140704,0.014136,0.013619,-0.000004,-0.000006,2.000001
44.300000,0.140453,0.014054,0.013642,-0.000004,-0.000006,2.000001
44.400000,0.140202,0.013973,0.013664,-0.000004,-0.000006,2.000001
44.500000,0.139952,0.013892,0.013687,-0.000004,-0.000006,2.000001
44.600000,0.139702,0.013811,0.013711,-0.000004,-0.000006,2.000001
44.700000,0.139452,0.013731,0.013734,-0.000004,-0.000006,2.000001
44.800000,0.139203,0.013651,0.013758,-0.000004,-0.000006,2.000001
44.900000,0.138955,0.013572,0.013783,-0.000004,-0.000006,2.000000
45.000000,0.138707,0.013492,0.013807,-0.000004,-0.000005,2.000000
45.100000,0.138459,0.013414,0.013832,-0.000003,-0.000005,2.000000
45.200000,0.138212,0.013335,0.013858,-0.000003,-0.000005,2.000000
45.300000,0.137965,0.013257,0.013883,-0.000003,-0.000005,2.000000
45.400000,0.137719,0.013179,0.013909,-0.000003,-0.000005,2.000000
45.500000,0.137473,0.013102,0.013935,-0.000003,-0.000005,2.000000
45.600000,0.137227,0.013025,0.013962,-0.000003,-0.000005,2.000000
45.700000,0.136982,0.012948,0.013989,-0.000003,-0.000005,2.000000
45.800000,0.136737,0.012872,0.014016,-0.000003,-0.000005,2.000000
45.900000,0.136492,0.012796,0.014043,-0.000003,-0.000005,2.000000
46.000000,0.136248,0.012721,0.014071,-0.000003,-0.000005,2.000000
46.100000,0.136005,0.012646,0.014099,-0.000003,-0.000005,2.000000
46.200000,0.135761,0.012571,0.014128,-0.000003,-0.000005,2.000000
46.300000,0.135518,0.012496,0.014157,-0.000003,-0.000005,2.000000
46.400000,0.135276,0.012422,0.014186,-0.000003,-0.000005,2.000000
46.500000,0.135033,0.012348,0.014215,-0.000003,-0.000004,2.000000
46.600000,0.134791,0.012275,0.014245,-0.000003,-0.000004,2.000000
46.700000,0.134550,0.012202,0.014275,-0.000003,-0.000004,2.000000
46.800000,0.134308,0.012129,0.014306,-0.000002,-0.000004,2.000000
46.900000,0.134067,0.012056,0.014337,-0.000002,-0.000004,2.000000
47.000000,0.133827,0.011984,0.014368,-0.000002,-0.000004,2.000000
47.100000,0.133586,0.011913,0.014399,-0.000002,-0.000004,2.000000
47.200000,0.133346,0.011841,0.014431,-0.000002,-0.000004,2.000000
47.300000,0.133106,0.011770,0.014463,-0.000002,-0.000004,2.000000
47.400000,0.132867,0.011699,0.014496,-0.000002,-0.000004,2.000000
47.500000,0.132628,0.011629,0.014528,-0.000002,-0.000004,2.000000
47.600000,0.132389,0.011559,0.014562,-0.000002,-0.000003,2.000000
47.700000,0.132150,0.011489,0.014595,-0.000002,-0.000003,2.000000
47.800000,0.131912,0.011420,0.014629,-0.000002,-0.000003,2.000000
47.900000,0.131673,0.011351,0.014663,-0.000002,-0.000003,2.000000
48.000000,0.131435,0.011282,0.014698,-0.000002,-0.000003,2.000000
48.100000,0.131198,0.011214,0.014733,-0.000002,-0.000003,2.000000
48.200000,0.130960,0.011146,0.014768,-0.000001,-0.000003,2.000000
48.300000,0.130723,0.011078,0.014803,-0.000001,-0.000003,2.000000
48.400000,0.130486,0.011011,0.014839,-0.000001,-0.000002,2.000000
48.500000,0.130249,0.010944,0.014876,-0.000001,-0.000002,2.000000
48.600000,0.130013,0.010877,0.014912,-0.000001,-0.000002,2.000000
48.700000,0.129777,0.010811,0.014949,-0.000001,-0.000002,2.000000
48.800000,0.129541,0.010745,0.014987,-0.000001,-0.000002,2.000000
48.900000,0.129305,0.010679,0.015024,-0.000001,-0.000002,2.000000
49.000000,0.129069,0.010614,0.015062,-0.000001,-0.000002,2.000000
49.100000,0.128833,0.010549,0.015101,-0.000001,-0.000001,2.000000
49.200000,0.128598,0.010484,0.015140,-0.000001,-0.000001,2.000000
49.300000,0.128363,0.010420,0.015179,-0.000001,-0.000001,2.000000
49.400000,0.128128,0.010356,0.015218,-0.000001,-0.000001,2.000000
49.500000,0.127893,0.010292,0.015258,-0.000000,-0.000001,2.000000
49.600000,0.127659,0.010229,0.015299,-0.000000,-0.000001,2.000000
49.700000,0.127424,0.010165,0.015339,-0.000000,-0.000001,2.000000
49.800000,0.127190,0.010103,0.015380,-0.000000,-0.000000,2.000000
49.900000,0.126956,0.010040,0.015422,-0.000000,-0.000000,2.000000
50.000000,0.126722,0.009978,0.0,0.0,0.0,2.000000
