time,s,i,v,p_s,p_i,phi
6.600000,0.660385,0.024196,0.050000,27.958790,443.202704,-16.463568
6.700000,0.656604,0.024434,0.050000,27.795996,439.488028,-16.250957
6.800000,0.652839,0.024671,0.050000,27.632026,435.851489,-16.039278
6.900000,0.649092,0.024907,0.050000,27.466871,432.291351,-15.828529
7.000000,0.645362,0.025143,0.050000,27.300522,428.805925,-15.618710
7.100000,0.641648,0.025378,0.050000,27.132972,425.393567,-15.409818
7.200000,0.637951,0.025613,0.050000,26.964210,422.052677,-15.201852
7.300000,0.634271,0.025847,0.050000,26.794228,418.781702,-14.994811
7.400000,0.630608,0.026080,0.050000,26.623018,415.579126,-14.788692
7.500000,0.626962,0.026313,0.050000,26.450571,412.443478,-14.583496
7.600000,0.623332,0.026545,0.050000,26.276878,409.373323,-14.379219
7.700000,0.619719,0.026776,0.050000,26.101931,406.367267,-14.175861
7.800000,0.616123,0.027006,0.050000,25.925719,403.423951,-13.973420
7.900000,0.612543,0.027235,0.050000,25.748236,400.542054,-13.771895
8.000000,0.608980,0.027463,0.050000,25.569471,397.720290,-13.571285
8.100000,0.605433,0.027690,0.050000,25.389415,394.957405,-13.371588
8.200000,0.601903,0.027916,0.050000,25.208061,392.252180,-13.172803
8.300000,0.598389,0.028141,0.050000,25.025399,389.603427,-12.974929
8.400000,0.594892,0.028365,0.050000,24.841419,387.009990,-12.777964
8.500000,0.591411,0.028587,0.050000,24.656114,384.470743,-12.581907
8.600000,0.587947,0.028809,0.050000,24.469474,381.984589,-12.386757
8.700000,0.584499,0.029029,0.050000,24.281489,379.550460,-12.192513
8.800000,0.581068,0.029248,0.050000,24.092152,377.167315,-11.999173
8.900000,0.577653,0.029465,0.050000,23.901452,374.834141,-11.806735
9.000000,0.574254,0.029681,0.050000,23.709381,372.549951,-11.615200
9.100000,0.570871,0.029895,0.050000,23.515931,370.313782,-11.424565
9.200000,0.567505,0.030109,0.050000,23.321090,368.124699,-11.234829
9.300000,0.564155,0.030320,0.050000,23.124852,365.981787,-11.045992
9.400000,0.560821,0.030530,0.050000,22.927205,363.884157,-10.858051
9.500000,0.557503,0.030738,0.050000,22.728142,361.830942,-10.671006
9.600000,0.554201,0.030945,0.050000,22.527653,359.821297,-10.484855
9.700000,0.550916,0.031150,0.050000,22.325729,357.854399,-10.299597
9.800000,0.547646,0.031353,0.050000,22.122361,355.929446,-10.115232
9.900000,0.544393,0.031555,0.050000,21.917540,354.045655,-9.931756
10.000000,0.541156,0.031755,0.050000,21.711256,352.202265,-9.749171
10.100000,0.537934,0.031953,0.050000,21.503500,350.398531,-9.567473
10.200000,0.534729,0.032149,0.050000,21.294263,348.633730,-9.386662
10.300000,0.531540,0.032343,0.050000,21.083535,346.907155,-9.206737
10.400000,0.528366,0.032535,0.050000,20.871308,345.218119,-9.027696
10.500000,0.525209,0.032726,0.050000,20.657573,343.565949,-8.849538
10.600000,0.522067,0.032914,0.050000,20.442319,341.949992,-8.672261
10.700000,0.518941,0.033101,0.050000,20.225538,340.369609,-8.495865
10.800000,0.515831,0.033285,0.050000,20.007220,338.824179,-8.320348
10.900000,0.512737,0.033467,0.050000,19.787357,337.313094,-8.145709
11.000000,0.509658,0.033647,0.050000,19.565938,335.835764,-7.971946
11.100000,0.506596,0.033825,0.050000,19.342955,334.391611,-7.799058
11.200000,0.503549,0.034001,0.050000,19.118398,332.980072,-7.627044
11.300000,0.500517,0.034175,0.050000,18.892258,331.600600,-7.455902
11.400000,0.497502,0.034346,0.050000,18.664526,330.252659,-7.285631
11.500000,0.494501,0.034515,0.050000,18.435192,328.935727,-7.116229
11.600000,0.491517,0.034682,0.050000,18.204247,327.649296,-6.947694
11.700000,0.488548,0.034847,0.050000,17.971681,326.392869,-6.780027
11.800000,0.485594,0.035009,0.050000,17.737486,325.165961,-6.613224
11.900000,0.482656,0.035169,0.050000,17.501651,323.968102,-6.447285
12.000000,0.479734,0.035326,0.050000,17.264169,322.798829,-6.282208
12.100000,0.476827,0.035482,0.050000,17.025028,321.657695,-6.117990
12.200000,0.473935,0.035634,0.050000,16.784221,320.544260,-5.954632
12.300000,0.471059,0.035785,0.050000,16.541737,319.458098,-5.792131
12.400000,0.468198,0.035932,0.050000,16.297567,318.398791,-5.630486
12.500000,0.465352,0.036078,0.050000,16.051703,317.365933,-5.469694
12.600000,0.462522,0.036221,0.050000,15.804133,316.359128,-5.309755
12.700000,0.459707,0.036361,0.050000,15.554850,315.377988,-5.150666
12.800000,0.456907,0.036499,0.050000,15.303844,314.422136,-4.992426
12.900000,0.454122,0.036634,0.050000,15.051105,313.491203,-4.835033
13.000000,0.451352,0.036767,0.050000,14.796624,312.584832,-4.678486
13.100000,0.448597,0.036897,0.050000,14.540392,311.702672,-4.522782
13.200000,0.445858,0.037025,0.050000,14.282400,310.844380,-4.367920
13.300000,0.443133,0.037150,0.050000,14.022637,310.009625,-4.213898
13.400000,0.440424,0.037272,0.050000,13.761095,309.198081,-4.060713
13.500000,0.437729,0.037392,0.050000,13.497765,308.409431,-3.908366
13.600000,0.435050,0.037509,0.050000,13.232636,307.643367,-3.756852
13.700000,0.432385,0.037623,0.050000,12.965700,306.899586,-3.606171
13.800000,0.429735,0.037735,0.050000,12.696947,306.177795,-3.456320
13.900000,0.427100,0.037844,0.050000,12.426368,305.477708,-3.307297
14.000000,0.424479,0.037951,0.050000,12.153954,304.799045,-3.159101
14.100000,0.421874,0.038055,0.050000,11.879695,304.141533,-3.011729
14.200000,0.419283,0.038156,0.050000,11.603582,303.504907,-2.865179
14.300000,0.416706,0.038254,0.050000,11.325605,302.888908,-2.719450
14.400000,0.414144,0.038350,0.050000,11.045755,302.293283,-2.574538
14.500000,0.411597,0.038443,0.050000,10.764023,301.717787,-2.430442
14.600000,0.409065,0.038533,0.050000,10.480400,301.162178,-2.287160
14.700000,0.406546,0.038621,0.050000,10.194876,300.626225,-2.144690
14.800000,0.404043,0.038705,0.050000,9.907441,300.109698,-2.003028
14.900000,0.401553,0.038787,0.050000,9.618087,299.612375,-1.862174
15.000000,0.399078,0.038867,0.050000,9.326804,299.134041,-1.722124
15.100000,0.396617,0.038944,0.050000,9.033583,298.674484,-1.582877
15.200000,0.394171,0.039017,0.050000,8.738414,298.233500,-1.444429
15.300000,0.391739,0.039089,0.050000,8.441288,297.810887,-1.306780
15.400000,0.389321,0.039157,0.050000,8.142195,297.406452,-1.169925
15.500000,0.386917,0.039223,0.050000,7.841128,297.020004,-1.033864
15.600000,0.384527,0.039286,0.050000,7.538075,296.651359,-0.898593
15.700000,0.382151,0.039346,0.050000,7.233028,296.300337,-0.764109
15.800000,0.379789,0.039404,0.050000,6.925977,295.966763,-0.630412
15.900000,0.377441,0.039459,0.050000,6.616914,295.650467,-0.497497
16.000000,0.375107,0.039511,0.050000,6.305828,295.351283,-0.365362
16.100000,0.372787,0.039561,0.050000,5.992710,295.069050,-0.234005
16.200000,0.370481,0.039607,0.050000,5.677552,294.803610,-0.103424
16.300000,0.368188,0.039652,0.050000,5.360343,294.554811,0.026385
16.400000,0.365909,0.039693,0.050000,5.041075,294.322506,0.155424
16.500000,0.363644,0.039732,0.050000,4.719738,294.106549,0.283696
16.600000,0.361392,0.039768,0.050000,4.396322,293.906800,0.411203
16.700000,0.359154,0.039801,0.050000,4.070819,293.723124,0.537948
16.800000,0.356930,0.039832,0.050000,3.743219,293.555386,0.663934
16.900000,0.354718,0.039860,0.050000,3.413513,293.403460,0.789164
17.000000,0.352521,0.039886,0.050000,3.081691,293.267218,0.913640
17.100000,0.350336,0.039909,0.050000,2.747744,293.146540,1.037366
17.200000,0.348165,0.039929,0.050000,2.411663,293.041304,1.160343
17.300000,0.346007,0.039947,0.050000,2.073438,292.951395,1.282576
17.400000,0.343863,0.039962,0.050000,1.733060,292.876694,1.404066
17.500000,0.341731,0.039975,0.050000,1.390520,292.817081,1.524816
17.600000,0.339612,0.039985,0.050000,1.045809,292.772418,1.644830
17.700000,0.337507,0.039993,0.050000,0.698916,292.742506,1.764111
17.800000,0.335415,0.039998,0.050000,0.349835,292.726747,1.882660
17.900000,0.333335,0.040000,0.045300,0.000019,291.513182,1.999994
18.000000,0.331425,0.040000,0.044787,0.000016,0.002175,1.999995
18.100000,0.329543,0.039998,0.044703,0.000015,0.001081,1.999995
18.200000,0.327674,0.039993,0.044672,0.000014,0.000715,1.999995
18.300000,0.325817,0.039986,0.044600,0.000014,0.000532,1.999996
18.400000,0.323973,0.039977,0.044483,0.000013,0.000421,1.999996
18.500000,0.322144,0.039966,0.044334,0.000013,0.000348,1.999996
18.600000,0.320329,0.039953,0.044171,0.000012,0.000295,1.999996
18.700000,0.318530,0.039937,0.043999,0.000012,0.000255,1.999996
18.800000,0.316747,0.039919,0.043822,0.000012,0.000225,1.999996
18.900000,0.314980,0.039900,0.043643,0.000011,0.000200,1.999996
19.000000,0.313228,0.039878,0.043463,0.000011,0.000180,1.999997
19.100000,0.311492,0.039854,0.043283,0.000011,0.000163,1.999997
19.200000,0.309771,0.039827,0.043103,0.000011,0.000149,1.999997
19.300000,0.308066,0.039799,0.042923,0.000010,0.000137,1.999997
19.400000,0.306376,0.039769,0.042744,0.000010,0.000126,1.999997
19.500000,0.304701,0.039737,0.042566,0.000010,0.000117,1.999997
19.600000,0.303041,0.039703,0.042388,0.000010,0.000109,1.999997
19.700000,0.301395,0.039667,0.042211,0.000010,0.000101,1.999997
19.800000,0.299764,0.039629,0.042034,0.000009,0.000095,1.999997
19.900000,0.298148,0.039589,0.041858,0.000009,0.000089,1.999997
20.000000,0.296546,0.039547,0.041683,0.000009,0.000084,1.999997
20.100000,0.294958,0.039503,0.041508,0.000009,0.000079,1.999997
20.200000,0.293384,0.039458,0.041334,0.000009,0.000074,1.999997
20.300000,0.291824,0.039411,0.041161,0.000009,0.000070,1.999997
20.400000,0.290278,0.039362,0.040989,0.000009,0.000067,1.999998
20.500000,0.288745,0.039311,0.040818,0.000008,0.000063,1.999998
20.600000,0.287226,0.039258,0.040647,0.000008,0.000060,1.999998
20.700000,0.285720,0.039204,0.040478,0.000008,0.000057,1.999998
20.800000,0.284228,0.039148,0.040309,0.000008,0.000055,1.999998
20.900000,0.282748,0.039090,0.040142,0.000008,0.000052,1.999998
21.000000,0.281282,0.039031,0.039976,0.000008,0.000050,1.999998
21.100000,0.279828,0.038970,0.039811,0.000008,0.000048,1.999998
21.200000,0.278387,0.038907,0.039648,0.000008,0.000046,1.999998
21.300000,0.276958,0.038843,0.039487,0.000007,0.000044,1.999998
21.400000,0.275542,0.038777,0.039328,0.000007,0.000042,1.999998
21.500000,0.274137,0.038710,0.039170,0.000007,0.000040,1.999998
21.600000,0.272745,0.038641,0.039015,0.000007,0.000038,1.999998
21.700000,0.271365,0.038571,0.038862,0.000007,0.000037,1.999998
21.800000,0.269996,0.038500,0.038712,0.000007,0.000035,1.999998
21.900000,0.268639,0.038426,0.038565,0.000007,0.000034,1.999998
22.000000,0.267294,0.038352,0.038421,0.000007,0.000033,1.999998
22.100000,0.265959,0.038276,0.038279,0.000007,0.000032,1.999998
22.200000,0.264636,0.038198,0.038141,0.000007,0.000030,1.999998
22.300000,0.263323,0.038120,0.038006,0.000007,0.000029,1.999998
22.400000,0.262021,0.038040,0.037873,0.000006,0.000028,1.999998
22.500000,0.260730,0.037958,0.037744,0.000006,0.000027,1.999998
22.600000,0.259449,0.037876,0.037617,0.000006,0.000026,1.999998
22.700000,0.258178,0.037792,0.037493,0.000006,0.000025,1.999998
22.800000,0.256917,0.037706,0.037372,0.000006,0.000024,1.999998
22.900000,0.255667,0.037620,0.037254,0.000006,0.000024,1.999998
23.000000,0.254426,0.037532,0.037138,0.000006,0.000023,1.999998
23.100000,0.253194,0.037444,0.037025,0.000006,0.000022,1.999999
23.200000,0.251972,0.037353,0.036915,0.000006,0.000021,1.999999
23.300000,0.250760,0.037262,0.036807,0.000006,0.000021,1.999999
23.400000,0.249557,0.037170,0.036702,0.000006,0.000020,1.999999
23.500000,0.248362,0.037077,0.036599,0.000006,0.000019,1.999999
23.600000,0.247177,0.036982,0.036498,0.000005,0.000019,1.999999
23.700000,0.246001,0.036886,0.036400,0.000005,0.000018,1.999999
23.800000,0.244833,0.036790,0.036304,0.000005,0.000017,1.999999
23.900000,0.243674,0.036692,0.036210,0.000005,0.000017,1.999999
24.000000,0.242523,0.036593,0.036118,0.000005,0.000016,1.999999
24.100000,0.241381,0.036494,0.036028,0.000005,0.000016,1.999999
24.200000,0.240247,0.036393,0.035940,0.000005,0.000015,1.999999
24.300000,0.239122,0.036291,0.035853,0.000005,0.000015,1.999999
24.400000,0.238004,0.036189,0.035769,0.000005,0.000014,1.999999
24.500000,0.236894,0.036085,0.035686,0.000005,0.000014,1.999999
24.600000,0.235792,0.035981,0.035605,0.000005,0.000013,1.999999
24.700000,0.234698,0.035876,0.035526,0.000005,0.000013,1.999999
24.800000,0.233612,0.035770,0.035448,0.000005,0.000012,1.999999
24.900000,0.232533,0.035663,0.035372,0.000004,0.000012,1.999999
25.000000,0.231462,0.035555,0.035297,0.000004,0.000012,1.999999
25.100000,0.230398,0.035446,0.035224,0.000004,0.000011,1.999999
25.200000,0.229341,0.035337,0.035152,0.000004,0.000011,1.999999
25.300000,0.228292,0.035226,0.035081,0.000004,0.000011,1.999999
25.400000,0.227250,0.035115,0.035011,0.000004,0.000010,1.999999
25.500000,0.226215,0.035004,0.034943,0.000004,0.000010,1.999999
25.600000,0.225187,0.034891,0.034876,0.000004,0.000010,1.999999
25.700000,0.224166,0.034778,0.034809,0.000004,0.000009,1.999999
25.800000,0.223152,0.034664,0.034744,0.000004,0.000009,1.999999
25.900000,0.222144,0.034549,0.034680,0.000004,0.000009,1.999999
26.000000,0.221144,0.034434,0.034617,0.000004,0.000008,1.999999
26.100000,0.220150,0.034318,0.034554,0.000004,0.000008,1.999999
26.200000,0.219162,0.034202,0.034493,0.000003,0.000008,1.999999
26.300000,0.218181,0.034085,0.034432,0.000003,0.000007,1.999999
26.400000,0.217207,0.033967,0.034372,0.000003,0.000007,1.999999
26.500000,0.216239,0.033849,0.034313,0.000003,0.000007,1.999999
26.600000,0.215278,0.033730,0.034254,0.000003,0.000007,1.999999
26.700000,0.214322,0.033610,0.034196,0.000003,0.000006,1.999999
26.800000,0.213373,0.033490,0.034139,0.000003,0.000006,1.999999
26.900000,0.212431,0.033370,0.034082,0.000003,0.000006,1.999999
27.000000,0.211494,0.033249,0.034026,0.000003,0.000006,1.999999
27.100000,0.210563,0.033127,0.033970,0.000003,0.000006,1.999999
27.200000,0.209639,0.033005,0.033914,0.000003,0.000005,1.999999
27.300000,0.208720,0.032883,0.033860,0.000003,0.000005,1.999999
27.400000,0.207808,0.032760,0.033805,0.000002,0.000005,1.999999
27.500000,0.206901,0.032636,0.033751,0.000002,0.000005,2.000000
27.600000,0.206000,0.032513,0.033697,0.000002,0.000005,2.000000
27.700000,0.205105,0.032388,0.033644,0.000002,0.000004,2.000000
27.800000,0.204216,0.032264,0.033590,0.000002,0.000004,2.000000
27.900000,0.203332,0.032139,0.033537,0.000002,0.000004,2.000000
28.000000,0.202454,0.032013,0.033484,0.000002,0.000004,2.000000
28.100000,0.201582,0.031888,0.033432,0.000002,0.000004,2.000000
28.200000,0.200715,0.031762,0.033379,0.000002,0.000003,2.000000
28.300000,0.199854,0.031635,0.033327,0.000002,0.000003,2.000000
28.400000,0.198998,0.031509,0.033275,0.000001,0.000003,2.000000
28.500000,0.198148,0.031382,0.033223,0.000001,0.000003,2.000000
28.600000,0.197303,0.031254,0.033171,0.000001,0.000003,2.000000
28.700000,0.196463,0.031127,0.033119,0.000001,0.000003,2.000000
28.800000,0.195629,0.030999,0.033067,0.000001,0.000002,2.000000
28.900000,0.194800,0.030871,0.033015,0.000001,0.000002,2.000000
29.000000,0.193977,0.030743,0.032963,0.000001,0.000002,2.000000
29.100000,0.193159,0.030614,0.032910,0.000001,0.000002,2.000000
29.200000,0.192346,0.030485,0.032858,0.000001,0.000002,2.000000
29.300000,0.191538,0.030356,0.032806,0.000000,0.000002,2.000000
29.400000,0.190735,0.030227,0.032754,0.000000,0.000002,2.000000
29.500000,0.189937,0.030098,0.032701,0.000000,0.000001,2.000000
29.600000,0.189145,0.029969,0.032648,0.000000,0.000001,2.000000
29.700000,0.188357,0.029839,0.032596,-0.000000,0.000001,2.000000
29.800000,0.187574,0.029709,0.032542,-0.000000,0.000001,2.000000
29.900000,0.186797,0.029579,0.015293,-0.000000,0.000001,2.000000
30.000000,0.186345,0.029449,0.015213,-0.000000,0.000001,2.000000
30.100000,0.185897,0.029319,0.015136,-0.000001,0.000001,2.000000
30.200000,0.185452,0.029190,0.015061,-0.000001,0.000001,2.000000
30.300000,0.185011,0.029060,0.014988,-0.000001,0.000000,2.000000
30.400000,0.184572,0.028931,0.014916,-0.000001,0.000000,2.000000
30.500000,0.184137,0.028802,0.014847,-0.000001,0.000000,2.000000
30.600000,0.183704,0.028673,0.014780,-0.000001,0.000000,2.000000
30.700000,0.183275,0.028544,0.014714,-0.000001,-0.000000,2.000000
30.800000,0.182848,0.028416,0.014651,-0.000001,-0.000000,2.000000
30.900000,0.182424,0.028287,0.014589,-0.000001,-0.000000,2.000000
31.000000,0.182003,0.028159,0.014529,-0.000002,-0.000000,2.000000
31.100000,0.181585,0.028031,0.014470,-0.000002,-0.000001,2.000000
31.200000,0.181170,0.027904,0.014413,-0.000002,-0.000001,2.000000
31.300000,0.180757,0.027776,0.014358,-0.000002,-0.000001,2.000000
31.400000,0.180347,0.027649,0.014304,-0.000002,-0.000001,2.000000
31.500000,0.179939,0.027522,0.014252,-0.000002,-0.000001,2.000000
31.600000,0.179534,0.027396,0.014201,-0.000002,-0.000001,2.000000
31.700000,0.179132,0.027269,0.014151,-0.000002,-0.000001,2.000000
31.800000,0.178731,0.027143,0.014103,-0.000002,-0.000001,2.000000
31.900000,0.178334,0.027017,0.014056,-0.000002,-0.000001,2.000000
32.000000,0.177939,0.026892,0.014011,-0.000003,-0.000001,2.000000
32.100000,0.177546,0.026766,0.013967,-0.000003,-0.000002,2.000000
32.200000,0.177155,0.026641,0.013924,-0.000003,-0.000002,2.000000
32.300000,0.176767,0.026516,0.013882,-0.000003,-0.000002,2.000000
32.400000,0.176381,0.026392,0.013842,-0.000003,-0.000002,2.000000
32.500000,0.175997,0.026268,0.013802,-0.000003,-0.000002,2.000001
32.600000,0.175616,0.026144,0.013764,-0.000003,-0.000002,2.000001
32.700000,0.175236,0.026020,0.013727,-0.000003,-0.000002,2.000001
32.800000,0.174859,0.025896,0.013691,-0.000003,-0.000002,2.000001
32.900000,0.174484,0.025773,0.013656,-0.000003,-0.000002,2.000001
33.000000,0.174110,0.025651,0.013622,-0.000003,-0.000002,2.000001
33.100000,0.173739,0.025528,0.013589,-0.000003,-0.000003,2.000001
33.200000,0.173370,0.025406,0.013558,-0.000003,-0.000003,2.000001
33.300000,0.173003,0.025284,0.013527,-0.000003,-0.000003,2.000001
33.400000,0.172638,0.025162,0.013497,-0.000004,-0.000003,2.000001
33.500000,0.172274,0.025041,0.013468,-0.000004,-0.000003,2.000001
33.600000,0.171913,0.024920,0.013440,-0.000004,-0.000003,2.000001
33.700000,0.171553,0.024799,0.013412,-0.000004,-0.000003,2.000001
33.800000,0.171196,0.024679,0.013386,-0.000004,-0.000003,2.000001
33.900000,0.170840,0.024559,0.013361,-0.000004,-0.000003,2.000001
34.000000,0.170486,0.024439,0.013336,-0.000004,-0.000003,2.000001
34.100000,0.170133,0.024320,0.013312,-0.000004,-0.000003,2.000001
34.200000,0.169783,0.024201,0.013289,-0.000004,-0.000003,2.000001
34.300000,0.169434,0.024082,0.013267,-0.000004,-0.000003,2.000001
34.400000,0.169086,0.023964,0.013246,-0.000004,-0.000004,2.000001
34.500000,0.168741,0.023845,0.013225,-0.000004,-0.000004,2.000001
34.600000,0.168397,0.023728,0.013205,-0.000004,-0.000004,2.000001
34.700000,0.168055,0.023610,0.013186,-0.000004,-0.000004,2.000001
34.800000,0.167714,0.023493,0.013167,-0.000004,-0.000004,2.000001
34.900000,0.167375,0.023376,0.013150,-0.000004,-0.000004,2.000001
35.000000,0.167038,0.023260,0.013133,-0.000004,-0.000004,2.000001
35.100000,0.166702,0.023144,0.013116,-0.000004,-0.000004,2.000001
35.200000,0.166367,0.023028,0.013101,-0.000004,-0.000004,2.000001
35.300000,0.166035,0.022913,0.013085,-0.000004,-0.000004,2.000001
35.400000,0.165703,0.022798,0.013071,-0.000005,-0.000004,2.000001
35.500000,0.165373,0.022683,0.013057,-0.000005,-0.000004,2.000001
35.600000,0.165045,0.022569,0.013044,-0.000005,-0.000004,2.000001
35.700000,0.164718,0.022455,0.013032,-0.000005,-0.000004,2.000001
35.800000,0.164392,0.022342,0.013020,-0.000005,-0.000004,2.000001
35.900000,0.164068,0.022228,0.013009,-0.000005,-0.000005,2.000001
36.000000,0.163745,0.022115,0.012998,-0.000005,-0.000005,2.000001
36.100000,0.163424,0.022003,0.012988,-0.000005,-0.000005,2.000001
36.200000,0.163103,0.021891,0.012979,-0.000005,-0.000005,2.000001
36.300000,0.162785,0.021779,0.012970,-0.000005,-0.000005,2.000001
36.400000,0.162467,0.021668,0.012961,-0.000005,-0.000005,2.000001
36.500000,0.162151,0.021556,0.012953,-0.000005,-0.000005,2.000001
36.600000,0.161836,0.021446,0.012946,-0.000005,-0.000005,2.000001
36.700000,0.161522,0.021335,0.012939,-0.000005,-0.000005,2.000001
36.800000,0.161210,0.021225,0.012933,-0.000005,-0.000005,2.000001
36.900000,0.160899,0.021116,0.012927,-0.000005,-0.000005,2.000001
37.000000,0.160589,0.021007,0.012922,-0.000005,-0.000005,2.000001
37.100000,0.160280,0.020898,0.012918,-0.000005,-0.000005,2.000001
37.200000,0.159973,0.020789,0.012913,-0.000005,-0.000005,2.000001
37.300000,0.159666,0.020681,0.012910,-0.000005,-0.000005,2.000001
37.400000,0.159361,0.020573,0.012907,-0.000005,-0.000005,2.000001
37.500000,0.159057,0.020466,0.012904,-0.000005,-0.000005,2.000001
37.600000,0.158754,0.020359,0.012902,-0.000005,-0.000005,2.000001
37.700000,0.158452,0.020252,0.012900,-0.000005,-0.000005,2.000001
37.800000,0.158152,0.020146,0.012898,-0.000005,-0.000006,2.000001
37.900000,0.157852,0.020040,0.012898,-0.000005,-0.000006,2.000001
38.000000,0.157554,0.019935,0.012897,-0.000005,-0.000006,2.000001
38.100000,0.157256,0.019830,0.012897,-0.000005,-0.000006,2.000001
38.200000,0.156960,0.019725,0.012898,-0.000005,-0.000006,2.000001
38.300000,0.156665,0.019621,0.012899,-0.000005,-0.000006,2.000001
38.400000,0.156370,0.019517,0.012900,-0.000005,-0.000006,2.000001
38.500000,0.156077,0.019413,0.012902,-0.000005,-0.000006,2.000001
38.600000,0.155785,0.019310,0.012904,-0.000005,-0.000006,2.000001
38.700000,0.155493,0.019207,0.012907,-0.000005,-0.000006,2.000001
38.800000,0.155203,0.019104,0.012910,-0.000005,-0.000006,2.000001
